Date,period,gdp_lead,y_lag,covid,Future Output,Output,New Orders,Employment,Input Prices,Output Prices
2018-Q4,2018Q4,5.814696487653707,6.554436611959767,0.0,7.523743762757505,3.6747240816726574,3.5832605023474287,2.4158003149884735,3.1170751337178046,1.1086265370293518
2019-Q1,2019Q1,4.9840544646631075,5.814696487653707,0.0,8.584136256254986,3.362085283189934,3.438628134770319,2.196958921570797,2.307053388252122,1.0116890988117646
2019-Q2,2019Q2,4.122118809882524,4.9840544646631075,0.0,8.8490719533661,1.394151546932335,1.5253740214706113,1.5229326236381198,1.1695086019791816,0.7214552739370603
2019-Q3,2019Q3,3.42327444974901,4.122118809882524,0.0,8.54835719434056,2.097121984519738,1.7445470837015833,2.043067094031983,1.5316861329818252,1.199941107244065
2019-Q4,2019Q4,2.9931737270094216,3.42327444974901,0.0,6.538716681295398,2.0297172679809137,2.4654711135915974,1.244665649814884,3.4224992820106266,1.8217065535810093
2020-Q1,2020Q1,-22.8566847760435,2.9931737270094216,1.0,6.9169189513575375,4.803940774066973,4.223592773773383,1.2808615033951654,3.853747334779058,1.8745532367359488
2020-Q2,2020Q2,-5.489721797806399,-22.8566847760435,1.0,-1.2724293447427328,-30.089499729432337,-30.20732129595256,-5.281846074484612,-8.346202975401091,-4.940613306637452
2020-Q3,2020Q3,1.6693138609041451,-5.489721797806399,1.0,1.8201769861499244,-4.053697798276289,-4.840576969344852,-4.1767128187516604,1.3529186463406973,-0.045498755366530474
2020-Q4,2020Q4,3.4290993136095715,1.6693138609041451,1.0,7.8946206021581204,6.396621014321603,6.0269221132428115,-1.5437476755076105,4.610115013232665,0.9520632460169978
2021-Q1,2021Q1,21.079226034090564,3.4290993136095715,1.0,9.486097819224902,6.402876866062428,6.280430509724717,-1.426401046508765,6.5913069542309515,0.6987462012222849
